adservice&count&current,timestamp,cartservice&count&current,checkoutservice&count&current,currencyservice&count&current,emailservice&count&current,frontend&count&current,paymentservice&count&current,productcatalogservice&count&current,recommendationservice&count&current,redis-cart&count&current,shippingservice&count&current
1.0,2025-01-03 18:56:27,1.0,1.0,4.0,1.0,10.0,1.0,6.0,2.0,2.0,1.0
1.0,2025-01-03 18:57:28,1.0,1.0,5.0,1.0,10.0,1.0,6.0,3.0,2.0,1.0
1.0,2025-01-03 18:58:29,1.0,1.0,5.0,1.0,10.0,1.0,6.0,3.0,2.0,1.0
1.0,2025-01-03 18:59:30,1.0,1.0,5.0,1.0,10.0,1.0,6.0,3.0,2.0,1.0
1.0,2025-01-03 19:00:31,1.0,1.0,5.0,1.0,10.0,1.0,6.0,3.0,2.0,1.0
1.0,2025-01-03 19:01:32,1.0,1.0,5.0,1.0,10.0,1.0,6.0,3.0,2.0,1.0
1.0,2025-01-03 19:02:33,1.0,1.0,5.0,1.0,10.0,1.0,6.0,3.0,2.0,1.0
1.0,2025-01-03 19:03:34,1.0,1.0,5.0,1.0,10.0,1.0,6.0,3.0,2.0,1.0
1.0,2025-01-03 19:04:34,1.0,1.0,5.0,1.0,10.0,1.0,6.0,3.0,2.0,1.0
1.0,2025-01-03 19:05:35,1.0,1.0,4.0,1.0,10.0,1.0,5.0,2.0,2.0,1.0
1.0,2025-01-03 19:06:36,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0
1.0,2025-01-03 19:07:37,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0
1.0,2025-01-03 19:08:38,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0
1.0,2025-01-03 19:09:38,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0
1.0,2025-01-03 19:10:39,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0
1.0,2025-01-03 19:11:40,1.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0
1.0,2025-01-03 19:12:41,1.0,1.0,4.0,1.0,9.0,1.0,5.0,2.0,1.0,1.0
1.0,2025-01-03 19:13:42,1.0,1.0,4.0,1.0,9.0,1.0,5.0,2.0,1.0,1.0
1.0,2025-01-03 19:14:43,1.0,1.0,4.0,1.0,9.0,1.0,5.0,2.0,1.0,1.0
1.0,2025-01-03 19:15:44,1.0,1.0,4.0,1.0,10.0,1.0,5.0,2.0,2.0,1.0
1.0,2025-01-03 19:16:44,1.0,1.0,4.0,1.0,10.0,1.0,5.0,2.0,2.0,1.0
1.0,2025-01-03 19:17:45,1.0,1.0,5.0,1.0,10.0,1.0,5.0,2.0,2.0,1.0
1.0,2025-01-03 19:18:46,1.0,1.0,5.0,1.0,10.0,1.0,6.0,2.0,2.0,1.0
1.0,2025-01-03 19:19:47,1.0,1.0,5.0,1.0,10.0,1.0,6.0,2.0,2.0,1.0
1.0,2025-01-03 19:20:48,1.0,1.0,5.0,1.0,10.0,1.0,6.0,3.0,2.0,1.0
1.0,2025-01-03 19:21:49,1.0,1.0,5.0,1.0,10.0,1.0,6.0,3.0,2.0,1.0
1.0,2025-01-03 19:22:50,1.0,1.0,5.0,1.0,10.0,1.0,6.0,3.0,2.0,1.0
1.0,2025-01-03 19:23:51,1.0,1.0,5.0,1.0,10.0,1.0,6.0,3.0,1.0,1.0
1.0,2025-01-03 19:24:52,1.0,1.0,5.0,1.0,10.0,1.0,6.0,3.0,1.0,1.0
1.0,2025-01-03 19:25:53,1.0,1.0,3.0,1.0,8.0,1.0,4.0,3.0,1.0,1.0
1.0,2025-01-03 19:26:54,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0
1.0,2025-01-03 19:27:55,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0
1.0,2025-01-03 19:28:55,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0
1.0,2025-01-03 19:29:56,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0
1.0,2025-01-03 19:30:56,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0
1.0,2025-01-03 19:31:57,1.0,1.0,3.0,1.0,8.0,1.0,3.0,2.0,1.0,1.0
1.0,2025-01-03 19:32:58,1.0,1.0,3.0,1.0,10.0,1.0,4.0,3.0,1.0,1.0
1.0,2025-01-03 19:33:59,1.0,1.0,4.0,1.0,10.0,1.0,4.0,3.0,2.0,1.0
1.0,2025-01-03 19:35:00,1.0,1.0,4.0,1.0,10.0,1.0,4.0,3.0,2.0,1.0
1.0,2025-01-03 19:36:00,1.0,1.0,4.0,1.0,10.0,1.0,4.0,3.0,2.0,1.0
1.0,2025-01-03 19:37:01,1.0,1.0,4.0,1.0,10.0,1.0,5.0,3.0,2.0,1.0
1.0,2025-01-03 19:38:02,1.0,1.0,4.0,1.0,10.0,1.0,5.0,3.0,2.0,1.0
1.0,2025-01-03 19:39:03,1.0,1.0,4.0,1.0,10.0,1.0,6.0,3.0,2.0,1.0
1.0,2025-01-03 19:40:04,1.0,1.0,5.0,1.0,10.0,1.0,6.0,3.0,2.0,1.0
1.0,2025-01-03 19:41:05,1.0,1.0,5.0,1.0,10.0,1.0,6.0,3.0,2.0,1.0
1.0,2025-01-03 19:42:06,1.0,1.0,5.0,1.0,10.0,1.0,6.0,3.0,2.0,1.0
1.0,2025-01-03 19:43:07,1.0,1.0,5.0,1.0,10.0,1.0,6.0,3.0,2.0,1.0
1.0,2025-01-03 19:44:08,1.0,1.0,5.0,1.0,10.0,1.0,6.0,3.0,2.0,1.0
1.0,2025-01-03 19:45:09,1.0,1.0,5.0,1.0,10.0,1.0,6.0,3.0,1.0,1.0
1.0,2025-01-03 19:46:10,1.0,1.0,2.0,1.0,7.0,1.0,3.0,2.0,1.0,1.0
1.0,2025-01-03 19:47:11,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0
1.0,2025-01-03 19:48:11,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0
1.0,2025-01-03 19:49:12,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0
1.0,2025-01-03 19:50:13,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0
1.0,2025-01-03 19:51:14,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0
